X,Y,objectid,globalid,prov,regional_health_authority,date_updated,total_number_of_cases,new_cases,currently_hospitalized,current_in_icu,total_number_recovered,total_number_of_deaths,active_cases,total_people_tested,Population,CasesPer10KPop,CreationDate,Creator,EditDate,Editor
,,109,{02928E7E-39DC-4F82-9D2A-6AAEF6F5BDE4},NL,Central_RHA,2020/04/04 16:30:00+00,3,0,0,0,1,0,2,0,8.959,0.334858801205492,2020/05/05 18:00:22+00,phearns,2020/12/10 11:52:46+00,phearns
,,110,{6109051C-C606-414C-AA52-35804A863814},NL,Central_RHA,2020/04/05 17:29:59+00,3,0,0,0,1,0,2,244,8.959,0.334858801205492,2020/05/05 18:00:22+00,phearns,2020/12/10 11:52:46+00,phearns
,,111,{E98DED87-DA63-43CE-948B-87B4DB439551},NL,Central_RHA,2020/04/06 17:29:59+00,3,0,0,0,1,0,2,247,8.959,0.334858801205492,2020/05/05 18:00:22+00,phearns,2020/12/10 11:52:46+00,phearns
,,112,{4B020723-14C5-4FF1-AE0A-F2ED8BCEFD5B},NL,Central_RHA,2020/04/07 17:29:59+00,4,1,0,0,1,0,3,254,8.959,0.446478401607322,2020/05/05 18:00:22+00,phearns,2020/12/10 11:52:46+00,phearns
,,113,{CB72DFAA-1358-447C-AB08-743B911687D2},NL,Central_RHA,2020/04/08 17:15:00+00,6,2,0,0,1,0,5,266,8.959,0.669717602410983,2020/05/05 18:00:22+00,phearns,2020/12/10 11:52:47+00,phearns
,,114,{E42974EC-A272-4EBA-A429-E74DD4B7E0A5},NL,Central_RHA,2020/04/09 17:45:00+00,8,2,0,0,1,0,7,281,8.959,0.892956803214645,2020/05/05 18:00:22+00,phearns,2020/12/10 11:52:47+00,phearns
,,115,{9809AEDB-13A6-4093-8531-D91D5B510A9F},NL,Central_RHA,2020/04/10 20:29:59+00,8,0,0,0,1,0,7,281,8.959,0.892956803214645,2020/05/05 18:00:23+00,phearns,2020/12/10 11:52:47+00,phearns
,,116,{FD80513C-D738-415E-909E-02BE30BEF676},NL,Central_RHA,2020/04/11 17:15:00+00,8,0,0,0,1,0,7,317,8.959,0.892956803214645,2020/05/05 18:00:23+00,phearns,2020/12/10 11:52:47+00,phearns
,,117,{45216DD9-CD5E-40C1-BD88-247903E01E05},NL,Central_RHA,2020/04/12 16:44:59+00,8,0,0,0,1,0,7,319,8.959,0.892956803214645,2020/05/05 18:00:23+00,phearns,2020/12/10 11:52:47+00,phearns
,,118,{0C553881-F84E-407B-9126-BAD49AB80548},NL,Central_RHA,2020/04/13 19:15:00+00,8,0,0,0,1,0,7,336,8.959,0.892956803214645,2020/05/05 18:00:23+00,phearns,2020/12/10 11:52:47+00,phearns
,,119,{D51E13BF-895A-494C-B211-C6A299BDC547},NL,Central_RHA,2020/04/14 17:29:59+00,8,0,0,0,1,0,7,345,8.959,0.892956803214645,2020/05/05 18:00:23+00,phearns,2020/12/10 11:52:48+00,phearns
,,120,{99FDE809-5A23-497B-BA53-4212716F9A56},NL,Central_RHA,2020/04/15 17:00:00+00,8,0,0,0,3,0,5,351,8.959,0.892956803214645,2020/05/05 18:00:23+00,phearns,2020/12/10 11:52:48+00,phearns
,,121,{968980D1-A277-4BB1-AA61-72A5B058F8E7},NL,Central_RHA,2020/04/16 16:44:59+00,8,0,0,0,3,0,5,379,8.959,0.892956803214645,2020/05/05 18:00:24+00,phearns,2020/12/10 11:52:48+00,phearns
,,122,{2BC1B2DE-C0E7-4341-A625-AC953275C96C},NL,Central_RHA,2020/04/17 17:00:00+00,8,0,0,0,3,0,5,384,8.959,0.892956803214645,2020/05/05 18:00:24+00,phearns,2020/12/10 11:52:48+00,phearns
0.0,0.0,123,{9939D25E-8484-47E5-9C36-D7C75F08FA6F},NL,Central_RHA,2020/04/18 17:15:00+00,8,0,0,0,3,0,5,409,8.959,0.892956803214645,2020/05/05 18:00:24+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,124,{F0706019-0722-42C9-A607-E00A6F034162},NL,Central_RHA,2020/04/19 17:29:59+00,8,0,0,0,3,0,5,466,8.959,0.892956803214645,2020/05/05 18:00:24+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,125,{8961EEA1-13EC-45C7-BFE8-61EA8064A217},NL,eastern_rha,2020/04/20 17:13:59+00,238,0,5,2,185,3,50,4798,32.315,7.36500077363454,2020/05/05 18:00:24+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,126,{CE01B5E0-145D-415A-BA8B-08780DF0BD30},NL,central_rha,2020/04/20 17:15:00+00,8,0,0,0,3,0,5,466,8.959,0.892956803214645,2020/05/05 18:00:25+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,127,{6116CA57-1530-4B04-BE6F-8D56D4977751},NL,western_rha,2020/04/20 17:15:00+00,4,0,1,0,1,0,3,628,7.414,0.539519827353655,2020/05/05 18:00:25+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,128,{DC691A68-1E29-413D-B506-1D4EEC4DEFD0},NL,labradorgrenfell_rha,2020/04/20 17:16:00+00,6,0,0,0,6,0,0,357,3.605,1.66435506241331,2020/05/05 18:00:25+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,129,{65FF69F6-11AB-43D2-BD62-7CB1EB50A9C7},NL,eastern_rha,2020/04/21 16:40:00+00,238,0,5,2,188,3,47,4959,32.315,7.36500077363454,2020/05/05 18:00:25+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,130,{5EA8C1FC-3F7E-4FCE-B321-5B364904962E},NL,central_rha,2020/04/21 16:41:00+00,8,0,0,0,5,0,3,469,8.959,0.892956803214645,2020/05/05 18:00:25+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,131,{1C39C6F8-BA8B-4600-8B32-3D97EACAEED8},NL,western_rha,2020/04/21 16:41:59+00,4,0,1,0,1,0,3,645,7.414,0.539519827353655,2020/05/05 18:00:26+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,132,{308F727B-D36B-4FBB-97E5-414C5C3B546D},NL,labradorgrenfell_rha,2020/04/21 16:43:00+00,6,0,0,0,6,0,0,358,3.605,1.66435506241331,2020/05/05 18:00:26+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,133,{308CF245-2CE7-4DCD-BD45-FE42A7BE89DD},NL,eastern_rha,2020/04/22 16:41:59+00,238,0,5,2,187,3,48,5100,32.315,7.36500077363454,2020/05/05 18:00:26+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,134,{9CFCCA95-58B8-4A95-A17E-836ECC14D4B7},NL,central_rha,2020/04/22 16:43:00+00,8,0,0,0,5,0,3,518,8.959,0.892956803214645,2020/05/05 18:00:26+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,135,{BDF724BF-75D8-46A7-AF0B-FFC9174A8F82},NL,western_rha,2020/04/22 16:44:00+00,4,0,1,0,1,0,3,680,7.414,0.539519827353655,2020/05/05 18:00:27+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,136,{FD5E9036-699B-4299-BDF2-EE1F7799F980},NL,labradorgrenfell_rha,2020/04/22 16:44:00+00,6,0,0,0,6,0,0,364,3.605,1.66435506241331,2020/05/05 18:00:27+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,137,{89668C51-AC45-4C07-A4EF-BF1CDCD0C8B7},NL,eastern_rha,2020/04/23 16:44:59+00,238,0,5,2,194,3,41,5273,32.315,7.36500077363454,2020/05/05 18:00:27+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,138,{CDF300C9-C486-465A-BE07-3505596C85FC},NL,central_rha,2020/04/23 16:46:00+00,8,0,0,0,6,0,2,557,8.959,0.892956803214645,2020/05/05 18:00:27+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,139,{54F476F8-9D55-49EC-8311-FDC135B2DD2E},NL,western_rha,2020/04/23 16:46:00+00,4,0,0,0,1,0,3,704,7.414,0.539519827353655,2020/05/05 18:00:28+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,140,{970B8F52-3BBC-4A32-B4CC-FC763BEA0D17},NL,labradorgrenfell_rha,2020/04/23 16:47:00+00,6,0,0,0,6,0,0,368,3.605,1.66435506241331,2020/05/05 18:00:28+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,141,{0A3BBD5F-3AB4-45D7-8E51-ECB7E49755C1},NL,eastern_rha,2020/04/24 16:38:59+00,238,0,5,2,194,3,41,5420,32.315,7.36500077363454,2020/05/05 18:00:28+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,142,{7C12382E-8B3E-428C-B322-118B2BE206CA},NL,central_rha,2020/04/24 16:40:00+00,8,0,0,0,6,0,2,602,8.959,0.892956803214645,2020/05/05 18:00:28+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,143,{A96F6B87-6187-44DE-98D0-D33263A64543},NL,western_rha,2020/04/24 16:40:00+00,4,0,0,0,1,0,3,736,7.414,0.539519827353655,2020/05/05 18:00:28+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,144,{D468B693-A5BA-4691-95E8-BB22691A5B5F},NL,labradorgrenfell_rha,2020/04/24 16:41:00+00,6,0,0,0,6,0,0,376,3.605,1.66435506241331,2020/05/05 18:00:29+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,145,{421CD600-C0D5-404A-A04E-FF496E349BDC},NL,eastern_rha,2020/04/25 16:47:00+00,239,1,5,2,195,3,41,5576,32.315,7.39594615503636,2020/05/05 18:00:29+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,146,{BB752577-D4E2-4472-B6B3-E9318822861C},NL,central_rha,2020/04/25 16:47:00+00,8,0,0,0,6,0,2,613,8.959,0.892956803214645,2020/05/05 18:00:29+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,147,{C15DF323-2BD2-47C1-9D07-34569D529236},NL,western_rha,2020/04/25 16:47:59+00,4,0,0,0,1,0,3,761,7.414,0.539519827353655,2020/05/05 18:00:29+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,148,{630EA358-A3DF-4639-892A-251A525EAE95},NL,labradorgrenfell_rha,2020/04/25 16:49:00+00,6,0,0,0,6,0,0,382,3.605,1.66435506241331,2020/05/05 18:00:29+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,149,{49EF3C5A-5EF2-4B88-AB90-8B6D9D3D6B6D},NL,eastern_rha,2020/04/26 16:43:00+00,240,1,5,2,205,3,32,5653,32.315,7.42689153643819,2020/05/05 18:00:30+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,150,{432D5DAB-2BAE-4891-B9CE-29ECBD5B1014},NL,central_rha,2020/04/26 16:44:00+00,8,0,0,0,6,0,2,642,8.959,0.892956803214645,2020/05/05 18:00:30+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,151,{AFBB901B-F39D-435A-AD23-48F41670DCFE},NL,western_rha,2020/04/26 16:44:00+00,4,0,0,0,2,0,2,800,7.414,0.539519827353655,2020/05/05 18:00:30+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,152,{162E8B41-E713-4D73-A46D-A8CBD583AEA0},NL,labradorgrenfell_rha,2020/04/26 16:44:59+00,6,0,0,0,6,0,0,382,3.605,1.66435506241331,2020/05/05 18:00:30+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,153,{1DE81077-0756-4FC4-80AA-E491FBFC058D},NL,eastern_rha,2020/04/27 18:21:59+00,240,0,5,2,207,3,30,5733,32.315,7.42689153643819,2020/05/05 18:00:30+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,154,{A0D03957-6877-4D37-8EE1-12663EC0216A},NL,central_rha,2020/04/27 18:23:00+00,8,0,0,0,6,0,2,649,8.959,0.892956803214645,2020/05/05 18:00:30+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,155,{33C0669D-E51F-4E08-93B4-F960ECDB3348},NL,western_rha,2020/04/27 18:24:00+00,4,0,0,0,2,0,2,880,7.414,0.539519827353655,2020/05/05 18:00:31+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,156,{1BEF84BF-F24B-4A6C-8983-23C715F04DBE},NL,labradorgrenfell_rha,2020/04/27 18:24:59+00,6,0,0,0,6,0,0,399,3.605,1.66435506241331,2020/05/05 18:00:31+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,157,{0A271494-B6B6-4F30-9D68-B04B7AFEEEC7},NL,eastern_rha,2020/04/28 16:38:00+00,240,0,4,2,208,3,29,5847,32.315,7.42689153643819,2020/05/05 18:00:31+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,158,{15CCB1FE-A104-4A43-9C26-5C97A702DE2F},NL,central_rha,2020/04/28 16:38:59+00,8,0,0,0,6,0,2,673,8.959,0.892956803214645,2020/05/05 18:00:31+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,159,{DF3A6BD7-2C92-4D00-BB74-872DA7BB0633},NL,western_rha,2020/04/28 16:40:00+00,4,0,0,0,2,0,2,1034,7.414,0.539519827353655,2020/05/05 18:00:31+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,160,{87A1C953-FA41-4B1A-8489-E31404C31156},NL,labradorgrenfell_rha,2020/04/28 16:41:00+00,6,0,0,0,6,0,0,401,3.605,1.66435506241331,2020/05/05 18:00:31+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,161,{38FEB4B5-3E5C-4CF8-BCA2-30692D788FC6},NL,eastern_rha,2020/04/29 17:23:59+00,240,0,4,2,211,3,26,5999,32.315,7.42689153643819,2020/05/05 18:00:32+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,162,{9083D609-01E4-4F17-A403-EC2CFC43F0BC},NL,central_rha,2020/04/29 17:25:00+00,8,0,0,0,6,0,2,704,8.959,0.892956803214645,2020/05/05 18:00:32+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,163,{61EC322E-E6C5-4A93-A1DA-7636FCCB5896},NL,western_rha,2020/04/29 17:26:00+00,4,0,0,0,2,0,2,1110,7.414,0.539519827353655,2020/05/05 18:00:32+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,164,{3DE39174-E6FC-4A88-B57B-8B4AD02E8D43},NL,labradorgrenfell_rha,2020/04/29 17:26:00+00,6,0,0,0,6,0,0,407,3.605,1.66435506241331,2020/05/05 18:00:32+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,165,{006EC2CA-4FB0-404C-A9A1-EF6F54008246},NL,eastern_rha,2020/04/30 16:30:00+00,240,0,4,2,211,3,26,6126,32.315,7.42689153643819,2020/05/05 18:00:32+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,166,{49658989-6C80-4191-BB11-A547F97AA068},NL,central_rha,2020/04/30 16:31:00+00,8,0,0,0,6,0,2,710,8.959,0.892956803214645,2020/05/05 18:00:32+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,167,{979D9DA0-6E12-4F6D-9803-185B665F50E4},NL,western_rha,2020/04/30 16:31:00+00,4,0,0,0,2,0,2,1131,7.414,0.539519827353655,2020/05/05 18:00:33+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,168,{2F9C4557-04E7-457D-AAEB-68ACF0D23C51},NL,labradorgrenfell_rha,2020/04/30 16:31:59+00,6,0,0,0,6,0,0,409,3.605,1.66435506241331,2020/05/05 18:00:33+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,169,{49EBB376-79A8-4588-A704-A7296B907C4A},NL,eastern_rha,2020/05/01 16:54:00+00,241,1,4,1,216,3,22,6235,32.315,7.45783691784001,2020/05/05 18:00:33+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,170,{CADA705B-4B46-4F04-A7AC-B55265F48B42},NL,central_rha,2020/05/01 17:23:59+00,8,0,0,0,6,0,2,720,8.959,0.892956803214645,2020/05/05 18:00:33+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,171,{5FF77A77-9C67-4E08-AA24-69AE88883704},NL,western_rha,2020/05/01 17:25:00+00,4,0,0,0,2,0,2,1178,7.414,0.539519827353655,2020/05/05 18:00:33+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,172,{A285ABDB-0A74-4803-8F3A-FA6FC977064B},NL,labradorgrenfell_rha,2020/05/01 17:25:00+00,6,0,0,0,6,0,0,419,3.605,1.66435506241331,2020/05/05 18:00:34+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,173,{821990A8-1C91-49B1-BDBC-78CBF90E5CA2},NL,eastern_rha,2020/05/02 16:34:00+00,241,0,4,1,217,3,21,6358,32.315,7.45783691784001,2020/05/05 18:00:34+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,174,{D49B950A-892D-4393-9D50-D0F1CF47B0BF},NL,central_rha,2020/05/02 16:34:59+00,8,0,0,0,6,0,2,733,8.959,0.892956803214645,2020/05/05 18:00:34+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,175,{AA19822A-719C-4D2B-829C-8B6194F619F0},NL,western_rha,2020/05/02 16:34:59+00,4,0,0,0,2,0,2,1197,7.414,0.539519827353655,2020/05/05 18:00:34+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,176,{D1368702-3D75-4C36-B1B7-512CD2066787},NL,labradorgrenfell_rha,2020/05/02 16:36:00+00,6,0,0,0,6,0,0,428,3.605,1.66435506241331,2020/05/05 18:00:34+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,177,{8924978B-6B1F-44CF-9F7F-6C03711F7BA5},NL,eastern_rha,2020/05/03 16:31:59+00,241,0,4,2,217,3,21,6429,32.315,7.45783691784001,2020/05/05 18:00:35+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,178,{2129888A-9314-40AD-9B89-D7E93238C552},NL,central_rha,2020/05/03 16:33:00+00,8,0,0,0,6,0,2,751,8.959,0.892956803214645,2020/05/05 18:00:35+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,179,{2BC3F72B-3FFE-448C-85E8-FC635514CEF5},NL,western_rha,2020/05/03 16:33:00+00,4,0,0,0,3,0,1,1223,7.414,0.539519827353655,2020/05/05 18:00:35+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,180,{989B375E-1BA9-4A3C-9EF1-2C583939A6E1},NL,labradorgrenfell_rha,2020/05/03 16:33:00+00,6,0,0,0,6,0,0,430,3.605,1.66435506241331,2020/05/05 18:00:35+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,181,{D09C1ABD-FFC4-4E5A-826F-F37E2AE3C5AB},NL,eastern_rha,2020/05/04 16:57:59+00,241,0,4,2,218,3,20,6533,32.315,7.45783691784001,2020/05/05 18:00:35+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,182,{BC968B9B-B543-4DFA-8B47-F7F9DF994675},NL,central_rha,2020/05/04 16:59:00+00,8,0,0,0,6,0,2,759,8.959,0.892956803214645,2020/05/05 18:00:36+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,183,{BACD062D-53FF-4004-B31E-9DB4E61393A3},NL,western_rha,2020/05/04 16:59:00+00,4,0,0,0,3,0,1,1231,7.414,0.539519827353655,2020/05/05 18:00:36+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,184,{0291EF6C-1234-4635-A402-2D7741468F31},NL,labradorgrenfell_rha,2020/05/04 17:00:00+00,6,0,0,0,6,0,0,438,3.605,1.66435506241331,2020/05/05 18:00:36+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,185,{9AE95CEA-4184-485D-963A-46AA536F3969},NL,eastern_rha,2020/05/05 17:03:59+00,241,0,4,2,224,3,14,6674,32.315,7.45783691784001,2020/05/05 18:00:36+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,186,{8E3B6ED9-EAF7-4A5E-9C7C-DC9DBDDE42B2},NL,central_rha,2020/05/05 17:06:59+00,8,0,0,0,8,0,0,773,8.959,0.892956803214645,2020/05/05 18:00:36+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,187,{4A51498E-97AB-4E29-8541-493CBCAE2E0E},NL,western_rha,2020/05/05 17:06:59+00,4,0,0,0,3,0,1,1249,7.414,0.539519827353655,2020/05/05 18:00:37+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,188,{08A0CF6D-5DDC-40E9-BA22-DBD79DF0FA3E},NL,labradorgrenfell_rha,2020/05/05 17:07:59+00,6,0,0,0,6,0,0,443,3.605,1.66435506241331,2020/05/05 18:00:37+00,phearns,2020/05/05 18:05:26+00,phearns
0.0,0.0,189,{90C35B6E-6AF2-4BC6-8BB3-6183BB87DFD5},NL,eastern_rha,2020/05/06 17:51:00+00,241,0,4,2,227,3,11,6792,32.315,7.45783691784001,2020/05/06 17:52:37+00,phearns,2020/05/06 17:52:37+00,phearns
0.0,0.0,190,{1B0F7524-0940-432C-824B-784013887651},NL,central_rha,2020/05/06 17:51:59+00,8,0,0,0,8,0,0,794,8.959,0.892956803214645,2020/05/06 17:53:11+00,phearns,2020/05/06 17:53:11+00,phearns
0.0,0.0,191,{FB1C8268-2B29-4EE0-8D20-54FAF9B89EFF},NL,western_rha,2020/05/06 17:52:59+00,4,0,0,0,3,0,1,1262,7.414,0.539519827353655,2020/05/06 17:53:55+00,phearns,2020/05/06 17:53:55+00,phearns
0.0,0.0,192,{5CDA6944-EE38-40C4-8720-982B1E2610AE},NL,labradorgrenfell_rha,2020/05/06 17:54:00+00,6,0,0,0,6,0,0,448,3.605,1.66435506241331,2020/05/06 17:54:32+00,phearns,2020/05/06 17:54:32+00,phearns
0.0,0.0,193,{D08D4597-3D6A-4EC2-8F70-FEA55D52E5BE},NL,eastern_rha,2020/05/07 17:16:00+00,243,2,4,2,227,3,13,6895,32.315,7.51972768064366,2020/05/07 17:17:50+00,phearns,2020/05/07 17:17:50+00,phearns
0.0,0.0,194,{761EF725-231D-415F-8B4D-0A7C052CBE9A},NL,central_rha,2020/05/07 17:16:59+00,8,0,0,0,8,0,0,814,8.959,0.892956803214645,2020/05/07 17:18:25+00,phearns,2020/05/07 17:18:25+00,phearns
0.0,0.0,195,{38F82468-2D1D-471E-820C-D78FE8B00A2F},NL,western_rha,2020/05/07 17:18:00+00,4,0,0,0,3,0,1,1294,7.414,0.539519827353655,2020/05/07 17:19:25+00,phearns,2020/05/07 17:19:25+00,phearns
0.0,0.0,196,{03DCF3A0-FA6E-40CF-89A0-48400C86245E},NL,labradorgrenfell_rha,2020/05/07 17:19:00+00,6,0,0,0,6,0,0,455,3.605,1.66435506241331,2020/05/07 17:21:19+00,phearns,2020/05/07 17:21:19+00,phearns
0.0,0.0,197,{6AA02944-DB89-46D5-80FF-F2C348839C87},NL,eastern_rha,2020/05/08 16:33:00+00,243,0,4,2,227,3,13,6999,32.315,7.51972768064366,2020/05/08 16:34:32+00,phearns,2020/05/08 16:34:32+00,phearns
0.0,0.0,198,{1F846EA4-BF95-4A3D-85A7-D12BA34E2852},NL,central_rha,2020/05/08 16:34:00+00,8,0,0,0,8,0,0,826,8.959,0.892956803214645,2020/05/08 16:34:58+00,phearns,2020/05/08 16:34:58+00,phearns
0.0,0.0,199,{21AD01CA-B4B3-4966-8BCC-745DEBFBB7C9},NL,western_rha,2020/05/08 16:34:59+00,4,0,0,0,3,0,1,1310,7.414,0.539519827353655,2020/05/08 16:35:27+00,phearns,2020/05/08 16:35:27+00,phearns
0.0,0.0,200,{BB5A1B56-F2B1-4BA0-8EE8-A88EB8F7C489},NL,labradorgrenfell_rha,2020/05/08 16:34:59+00,6,0,0,0,6,0,0,457,3.605,1.66435506241331,2020/05/08 16:35:56+00,phearns,2020/05/08 16:35:56+00,phearns
0.0,0.0,201,{D04640A4-DC32-4C9F-8B80-4F4FB87AF19F},NL,eastern_rha,2020/05/09 16:28:59+00,243,0,4,2,227,3,13,7074,32.315,7.51972768064366,2020/05/09 16:31:56+00,phearns,2020/05/09 16:31:56+00,phearns
0.0,0.0,202,{A815E2F8-61DC-4CCC-81BB-96909C0E80F8},NL,central_rha,2020/05/09 16:31:59+00,8,0,0,0,8,0,0,842,8.959,0.892956803214645,2020/05/09 16:32:25+00,phearns,2020/05/09 16:32:25+00,phearns
0.0,0.0,203,{E4CC2506-DEF1-4451-82BB-BA514D787B02},NL,western_rha,2020/05/09 16:31:59+00,4,0,0,0,3,0,1,1324,7.414,0.539519827353655,2020/05/09 16:33:01+00,phearns,2020/05/09 16:33:01+00,phearns
0.0,0.0,204,{B6CD1F61-714D-43B6-8FFC-917012856038},NL,labradorgrenfell_rha,2020/05/09 16:33:00+00,6,0,0,0,6,0,0,460,3.605,1.66435506241331,2020/05/09 16:33:31+00,phearns,2020/05/09 16:33:31+00,phearns
0.0,0.0,205,{1507191F-2201-4AE6-8814-7BDE7BA2DB03},NL,eastern_rha,2020/05/10 16:30:00+00,243,0,4,2,227,3,13,7158,32.315,7.51972768064366,2020/05/10 16:31:50+00,phearns,2020/05/10 16:31:50+00,phearns
0.0,0.0,206,{23856E5C-4600-44BE-8B5C-071D43900BDD},NL,central_rha,2020/05/10 16:31:00+00,8,0,0,0,8,0,0,853,8.959,0.892956803214645,2020/05/10 16:32:22+00,phearns,2020/05/10 16:32:22+00,phearns
0.0,0.0,207,{47BF1387-F096-49DB-8B60-C6381AB8F482},NL,western_rha,2020/05/10 16:31:59+00,4,0,0,0,3,0,1,1339,7.414,0.539519827353655,2020/05/10 16:32:55+00,phearns,2020/05/10 16:32:55+00,phearns
0.0,0.0,208,{BB0A62B0-5B01-42CB-8D6B-BE7A749533E5},NL,labradorgrenfell_rha,2020/05/10 16:31:59+00,6,0,0,0,6,0,0,471,3.605,1.66435506241331,2020/05/10 16:33:26+00,phearns,2020/05/10 16:33:26+00,phearns
0.0,0.0,209,{68D9F5D5-1373-4187-84DA-C07EB709BB67},NL,eastern_rha,2020/05/11 16:31:59+00,243,0,4,2,227,3,13,7215,32.315,7.51972768064366,2020/05/11 16:41:39+00,phearns,2020/05/11 16:41:39+00,phearns
0.0,0.0,210,{6A63B414-AB53-4202-80EA-2E43963225BB},NL,central_rha,2020/05/11 16:41:59+00,8,0,0,0,8,0,0,858,8.959,0.892956803214645,2020/05/11 16:44:13+00,phearns,2020/05/11 16:44:13+00,phearns
0.0,0.0,211,{F7EEA54E-52FC-4B3D-8454-6342623E6469},NL,western_rha,2020/05/11 16:44:00+00,4,0,0,0,3,0,1,1354,7.414,0.539519827353655,2020/05/11 16:44:50+00,phearns,2020/05/11 16:44:50+00,phearns
0.0,0.0,212,{64D11EE3-A17B-4CF0-847B-5D6319AFD799},NL,labradorgrenfell_rha,2020/05/11 16:44:59+00,6,0,0,0,6,0,0,473,3.605,1.66435506241331,2020/05/11 16:45:29+00,phearns,2020/05/11 16:45:29+00,phearns
0.0,0.0,213,{18FF4F5F-BB9C-42D5-84F1-562F9E9D4723},NL,eastern_rha,2020/05/12 21:11:59+00,243,0,4,1,229,3,11,7326,32.315,7.51972768064366,2020/05/12 21:14:42+00,phearns,2020/05/12 21:14:42+00,phearns
0.0,0.0,214,{EB089AAB-DE8B-4FE4-8110-C529049B16F6},NL,central_rha,2020/05/12 21:14:00+00,8,0,0,0,8,0,0,879,8.959,0.892956803214645,2020/05/12 21:15:44+00,phearns,2020/05/12 21:15:44+00,phearns
0.0,0.0,215,{3A8CF50E-94B3-4BEA-80B6-601DD47755C0},NL,western_rha,2020/05/12 21:14:59+00,4,0,0,0,4,0,0,1365,7.414,0.539519827353655,2020/05/12 21:16:35+00,phearns,2020/05/12 21:16:35+00,phearns
