X,Y,objectid,globalid,prov,regional_health_authority,date_updated,total_number_of_cases,new_cases,currently_hospitalized,current_in_icu,total_number_recovered,total_number_of_deaths,active_cases,total_people_tested,Population,CasesPer10KPop,CreationDate,Creator,EditDate,Editor
0.0,0.0,1778,{2A214D8E-51F1-48AC-AD52-D9B0507890F7},NL,eastern_rha,2021/06/24 15:55:00+00,1045,0,0,0,1032,6,3,108120,3.1313,333.727205952799,2021/06/24 16:44:29+00,phearns,2021/06/24 16:44:29+00,phearns
0.0,0.0,1779,{278F94BF-F659-4936-B358-4A34413B0391},NL,central_rha,2021/06/24 15:55:00+00,162,0,1,0,161,0,1,20504,0.9276,174.644243208279,2021/06/24 16:44:30+00,phearns,2021/06/24 16:44:30+00,phearns
0.0,0.0,1780,{05E5E61E-5159-4AB0-95E8-6D174475D016},NL,western_rha,2021/06/24 15:55:00+00,163,0,0,0,160,1,2,21737,0.7734,210.757693302302,2021/06/24 16:44:30+00,phearns,2021/06/24 16:44:30+00,phearns
0.0,0.0,1781,{6AB99664-7C26-4BD5-A004-99B98B99AC00},NL,labradorgrenfell_rha,2021/06/24 15:56:00+00,14,0,0,0,13,0,1,7964,0.4005,34.956304619226,2021/06/24 16:44:30+00,phearns,2021/06/24 16:44:30+00,phearns
0.0,0.0,1782,{E49801B8-F56F-4B81-A0C7-B34556B2CE33},NL,eastern_rha,2021/06/25 15:57:00+00,1045,0,0,0,1032,6,3,108276,3.1313,333.727205952799,2021/06/25 16:39:18+00,phearns,2021/06/25 16:39:18+00,phearns
0.0,0.0,1783,{8DD0999B-7D50-418E-B3C2-43001C4ED583},NL,central_rha,2021/06/25 15:57:00+00,162,0,1,0,161,0,1,20558,0.9276,174.644243208279,2021/06/25 16:39:18+00,phearns,2021/06/25 16:39:18+00,phearns
0.0,0.0,1784,{46D93DAE-E037-4826-9F9B-494E52F65ABD},NL,western_rha,2021/06/25 15:58:00+00,163,0,0,0,160,1,2,21765,0.7734,210.757693302302,2021/06/25 16:39:18+00,phearns,2021/06/25 16:39:18+00,phearns
0.0,0.0,1785,{593C181A-0713-45BA-B415-131053BFE3CC},NL,labradorgrenfell_rha,2021/06/25 15:58:00+00,14,0,0,0,13,0,1,7985,0.4005,34.956304619226,2021/06/25 16:39:18+00,phearns,2021/06/25 16:39:18+00,phearns
0.0,0.0,1786,{6DCA4357-2F0F-44AD-9C72-E8124C412B3A},NL,eastern_rha,2021/06/28 16:20:00+00,1046,1,0,0,1033,6,3,108742,3.1313,334.046562130744,2021/06/28 17:06:36+00,phearns,2021/06/28 17:06:36+00,phearns
0.0,0.0,1787,{B0E7E81A-ACEA-4DBC-989D-8F176B19916D},NL,central_rha,2021/06/28 16:21:00+00,162,0,1,0,161,0,1,20694,0.9276,174.644243208279,2021/06/28 17:06:37+00,phearns,2021/06/28 17:06:37+00,phearns
0.0,0.0,1788,{0D238EDD-5FEB-4114-A69E-FCD518C0E343},NL,western_rha,2021/06/28 16:21:59+00,163,0,0,0,161,1,1,21893,0.7734,210.757693302302,2021/06/28 17:06:37+00,phearns,2021/06/28 17:06:37+00,phearns
0.0,0.0,1789,{2D869D19-93C8-4622-837B-6F9622FB3846},NL,labradorgrenfell_rha,2021/06/28 16:21:59+00,14,0,0,0,13,0,1,8039,0.4005,34.956304619226,2021/06/28 17:06:37+00,phearns,2021/06/28 17:06:37+00,phearns
0.0,0.0,1790,{C563E9F8-B427-4850-A308-9553F182F9BB},NL,eastern_rha,2021/06/29 15:36:59+00,1046,0,0,0,1033,6,3,108996,3.1313,334.046562130744,2021/06/29 17:33:51+00,phearns,2021/06/29 17:33:51+00,phearns
0.0,0.0,1791,{CD9DD3E1-ABE3-4C8E-ACD9-BDB3D1821DA8},NL,central_rha,2021/06/29 15:38:00+00,162,0,1,0,161,0,1,20741,0.9276,174.644243208279,2021/06/29 17:33:51+00,phearns,2021/06/30 10:47:11+00,phearns
0.0,0.0,1792,{ED330D2F-4895-42CA-B44A-A702F3F9B8F2},NL,western_rha,2021/06/29 15:38:00+00,163,0,0,0,162,1,0,21920,0.7734,210.757693302302,2021/06/29 17:33:52+00,phearns,2021/06/29 17:33:52+00,phearns
0.0,0.0,1793,{82057223-AE38-4E02-8704-EC4037CE16D2},NL,labradorgrenfell_rha,2021/06/29 15:38:00+00,14,0,0,0,13,0,1,8042,0.4005,34.956304619226,2021/06/29 17:33:52+00,phearns,2021/06/29 17:33:52+00,phearns
0.0,0.0,1794,{A347925F-3E8A-4738-81F5-E4012909D635},NL,eastern_rha,2021/06/30 15:41:00+00,1047,1,0,0,1033,6,4,109206,3.1313,334.36591830869,2021/06/30 16:16:39+00,phearns,2021/06/30 16:16:39+00,phearns
0.0,0.0,1795,{11221AA8-3978-46EE-BA46-4A3EBAFDE596},NL,central_rha,2021/06/30 15:42:00+00,162,0,0,0,161,0,1,20825,0.9276,174.644243208279,2021/06/30 16:16:39+00,phearns,2021/06/30 16:16:39+00,phearns
0.0,0.0,1796,{CBC9BA2C-2378-4C40-9F00-02BDC5CE5682},NL,western_rha,2021/06/30 15:42:00+00,163,0,0,0,162,1,0,21968,0.7734,210.757693302302,2021/06/30 16:16:40+00,phearns,2021/06/30 16:16:40+00,phearns
0.0,0.0,1797,{0D5D258A-3E1A-4C18-AFEB-45AD881C6346},NL,labradorgrenfell_rha,2021/06/30 15:42:00+00,14,0,0,0,14,0,0,8077,0.4005,34.956304619226,2021/06/30 16:16:41+00,phearns,2021/06/30 16:16:41+00,phearns
0.0,0.0,1798,{DF206D48-12AB-4814-A7DE-8BBF167C41D5},NL,eastern_rha,2021/07/02 16:28:00+00,1048,1,0,0,1035,6,3,109532,3.1313,334.685274486635,2021/07/02 16:31:42+00,phearns,2021/07/02 16:31:42+00,phearns
0.0,0.0,1799,{5F74B9CF-58B7-445B-91DC-56519845C71E},NL,central_rha,2021/07/02 16:28:00+00,162,0,0,0,161,0,1,20972,0.9276,174.644243208279,2021/07/02 16:31:42+00,phearns,2021/07/02 16:31:42+00,phearns
0.0,0.0,1800,{EDD51FBD-6BE7-4ADF-A7C2-99C795F617AB},NL,western_rha,2021/07/02 16:28:59+00,163,0,0,0,162,1,0,22098,0.7734,210.757693302302,2021/07/02 16:31:42+00,phearns,2021/07/02 16:31:42+00,phearns
0.0,0.0,1801,{E9F10D97-EC1E-4A5E-9260-25EC0010AECF},NL,labradorgrenfell_rha,2021/07/02 16:28:59+00,14,0,0,0,14,0,0,8089,0.4005,34.956304619226,2021/07/02 16:31:43+00,phearns,2021/07/02 16:31:43+00,phearns
-56.8335471999999,51.5256176,1802,{3B8FEC6E-CB64-46BF-801C-70F428B00E15},NL,eastern_rha,2021/07/05 16:47:00+00,1061,13,0,0,1035,6,16,110002,3.1313,338.836904799923,2021/07/05 16:49:40+00,phearns,2021/07/05 16:49:40+00,phearns
-56.8335468999999,51.5256170000001,1803,{B4DF3050-7048-433E-A926-ABAAA86AE7A5},NL,central_rha,2021/07/05 16:47:59+00,162,0,0,0,161,0,1,21093,0.9276,174.644243208279,2021/07/05 16:49:40+00,phearns,2021/07/05 16:49:40+00,phearns
-56.8335468999999,51.5256168000001,1804,{DDEAEE24-308A-4B51-BE8B-F983940CAE78},NL,western_rha,2021/07/05 16:47:59+00,163,0,0,0,162,1,0,22274,0.7734,210.757693302302,2021/07/05 16:49:41+00,phearns,2021/07/05 16:49:41+00,phearns
-56.8335468,51.5256165000001,1805,{8C8C0E2E-4391-4C41-9D86-437DB3291906},NL,labradorgrenfell_rha,2021/07/05 16:49:00+00,14,0,0,0,14,0,0,8141,0.4005,34.956304619226,2021/07/05 16:49:41+00,phearns,2021/07/05 16:49:41+00,phearns
0.0,0.0,1806,{C9449AA8-45D0-4099-9277-A2ABB0735B08},NL,central_rha,2021/07/06 16:30:00+00,162,0,0,0,162,0,0,21124,,,2021/07/06 16:33:29+00,andreweaton,2021/07/06 16:42:52+00,andreweaton
0.0,0.0,1807,{04DAC026-6739-41BC-9F53-3FEE39362CAF},NL,eastern_rha,2021/07/06 16:33:00+00,1061,0,0,0,1035,6,16,110189,,,2021/07/06 16:41:10+00,andreweaton,2021/07/06 16:41:10+00,andreweaton
0.0,0.0,1808,{EB10092A-50F4-4ED9-AE90-10439603CDBA},NL,labradorgrenfell_rha,2021/07/06 16:41:00+00,14,0,0,0,14,0,0,8150,,,2021/07/06 16:42:10+00,andreweaton,2021/07/06 16:42:10+00,andreweaton
0.0,0.0,1809,{38CB873C-4FC3-4263-806F-181FF1363B5C},NL,western_rha,2021/07/06 16:43:00+00,163,0,0,0,162,1,0,22306,,,2021/07/06 16:44:34+00,andreweaton,2021/07/06 16:44:34+00,andreweaton
0.0,0.0,1810,{E67D1960-67AD-4BBD-9884-2C114BF436E6},NL,central_rha,2021/07/07 16:11:00+00,162,0,0,0,162,0,0,21139,,,2021/07/07 16:32:40+00,andreweaton,2021/07/07 16:32:40+00,andreweaton
0.0,0.0,1811,{D7828F69-E43B-413D-846F-F25D08027EAC},NL,eastern_rha,2021/07/07 16:12:00+00,1061,0,0,0,1037,6,14,110338,,,2021/07/07 16:32:40+00,andreweaton,2021/07/07 16:32:40+00,andreweaton
0.0,0.0,1812,{9FA4299D-46D7-47B9-A639-8CD807E409F2},NL,labradorgrenfell_rha,2021/07/07 16:12:59+00,14,0,0,0,14,0,0,8157,,,2021/07/07 16:32:41+00,andreweaton,2021/07/07 16:32:41+00,andreweaton
0.0,0.0,1813,{0772423D-489A-4571-B02A-A91E00CAFDC0},NL,western_rha,2021/07/07 16:14:00+00,163,0,0,0,162,1,0,22411,,,2021/07/07 16:32:42+00,andreweaton,2021/07/07 16:32:42+00,andreweaton
0.0,0.0,1814,{B3B1A898-5093-4EEB-B4E7-E0161C231DA1},NL,central_rha,2021/07/08 16:41:00+00,162,0,0,0,162,0,0,21149,,,2021/07/08 16:44:19+00,andreweaton,2021/07/08 16:44:19+00,andreweaton
0.0,0.0,1815,{7D50BD60-5AE4-49DB-8A33-782F4F17A96C},NL,eastern_rha,2021/07/08 16:42:00+00,1061,0,0,0,1037,6,14,110484,,,2021/07/08 16:44:20+00,andreweaton,2021/07/08 16:44:20+00,andreweaton
0.0,0.0,1816,{FD68290E-B08A-4A5C-A518-F84C5867B131},NL,labradorgrenfell_rha,2021/07/08 16:43:00+00,14,0,0,0,14,0,0,8159,,,2021/07/08 16:44:20+00,andreweaton,2021/07/08 16:44:20+00,andreweaton
0.0,0.0,1817,{E384784C-148E-484B-8297-EEBD71292030},NL,western_rha,2021/07/08 16:43:00+00,163,0,0,0,162,1,0,22413,,,2021/07/08 16:44:21+00,andreweaton,2021/07/08 16:44:21+00,andreweaton
-57.0739298,51.3755252,1818,{671F9500-2A26-4377-B66F-19850E925B73},NL,eastern_rha,2021/07/09 16:21:59+00,1063,2,0,0,1037,6,16,110629,3.1313,339.475617155814,2021/07/09 16:34:48+00,phearns,2021/07/09 16:34:48+00,phearns
-57.0712334999999,51.3740786000001,1819,{54C504C4-AFA9-4940-93AB-94CC7444D2B7},NL,central_rha,2021/07/09 16:23:00+00,162,0,0,0,162,0,0,21177,0.9276,174.644243208279,2021/07/09 16:34:49+00,phearns,2021/07/09 16:34:49+00,phearns
-57.0696422999999,51.3732208000001,1820,{D58CF864-5F0B-41FF-B81A-13687FAED9CB},NL,western_rha,2021/07/09 16:23:00+00,163,0,0,0,162,1,0,22469,0.7734,210.757693302302,2021/07/09 16:34:50+00,phearns,2021/07/09 16:34:50+00,phearns
-57.0677036,51.372169,1821,{AC1D99D8-6607-4FA6-BC40-41C6C4DA7E93},NL,labradorgrenfell_rha,2021/07/09 16:24:00+00,14,0,0,0,14,0,0,8176,0.4005,34.956304619226,2021/07/09 16:34:51+00,phearns,2021/07/09 16:34:51+00,phearns
0.0,0.0,1822,{264462DF-9759-4F22-9329-8296B0A9506E},NL,eastern_rha,2021/07/13 16:36:00+00,1068,5,1,1,1038,6,20,111067,3.1313,341.07239804554,2021/07/13 16:40:44+00,phearns,2021/07/13 16:40:44+00,phearns
0.0,0.0,1823,{253B602D-D2C6-4FC1-8225-270009C57AB2},NL,central_rha,2021/07/13 16:37:00+00,162,0,0,0,162,0,0,21319,0.9276,174.644243208279,2021/07/13 16:40:44+00,phearns,2021/07/13 16:40:44+00,phearns
0.0,0.0,1824,{0C7C94BB-B69B-424A-8DA1-5DDF9A0C2628},NL,western_rha,2021/07/13 16:37:00+00,163,0,0,0,162,1,0,22608,0.7734,210.757693302302,2021/07/13 16:40:45+00,phearns,2021/07/13 16:40:45+00,phearns
0.0,0.0,1825,{F5576BF2-69F0-45E0-93CD-CD8D8A4F399D},NL,labradorgrenfell_rha,2021/07/13 16:37:00+00,14,0,0,0,14,0,0,8218,0.4005,34.956304619226,2021/07/13 16:40:45+00,phearns,2021/07/13 16:40:45+00,phearns
0.0,0.0,1826,{F9F89C44-F1F4-4F31-9DFA-5D5A5405C5C0},NL,eastern_rha,2021/07/14 16:30:00+00,1071,3,1,1,1038,6,23,111200,3.1313,342.030466579376,2021/07/14 16:46:40+00,phearns,2021/07/14 16:46:40+00,phearns
0.0,0.0,1827,{1C6392BB-B37A-405A-AE7A-66AA280E5348},NL,central_rha,2021/07/14 16:31:00+00,162,0,0,0,162,0,0,21375,0.9276,174.644243208279,2021/07/14 16:46:40+00,phearns,2021/07/14 16:46:40+00,phearns
0.0,0.0,1828,{197997F5-B11F-48E1-A54E-C90D6925DB18},NL,western_rha,2021/07/14 16:31:00+00,163,0,0,0,162,1,0,22661,0.7734,210.757693302302,2021/07/14 16:46:40+00,phearns,2021/07/14 16:46:40+00,phearns
0.0,0.0,1829,{74ECAB59-967D-40A4-BCC6-23DB9981B535},NL,labradorgrenfell_rha,2021/07/14 16:31:00+00,14,0,0,0,14,0,0,8232,0.4005,34.956304619226,2021/07/14 16:46:41+00,phearns,2021/07/14 16:46:41+00,phearns
0.0,0.0,1830,{44370F64-3CB4-493A-8200-78D975300616},NL,eastern_rha,2021/07/15 17:38:00+00,1094,23,1,1,1038,6,46,111352,3.1313,349.375658672117,2021/07/15 17:39:17+00,phearns,2021/07/15 17:39:17+00,phearns
0.0,0.0,1831,{FBBE81C0-6BD9-4EC4-A1A7-F6533D1F205A},NL,central_rha,2021/07/15 17:38:00+00,162,0,0,0,162,0,0,21402,0.9276,174.644243208279,2021/07/15 17:39:18+00,phearns,2021/07/15 17:39:18+00,phearns
0.0,0.0,1832,{8D0652F5-151A-4173-870A-2F856EEC9F66},NL,western_rha,2021/07/15 17:38:00+00,163,0,0,0,162,1,0,22689,0.7734,210.757693302302,2021/07/15 17:39:18+00,phearns,2021/07/15 17:39:18+00,phearns
0.0,0.0,1833,{0FD986DF-B4BE-46BA-9C5A-D9E0477EE3B1},NL,labradorgrenfell_rha,2021/07/15 17:39:00+00,14,0,0,0,14,0,0,8232,0.4005,34.956304619226,2021/07/15 17:39:19+00,phearns,2021/07/15 17:39:19+00,phearns
0.0,0.0,1834,{916CD150-21B5-410E-A562-5A656A63E700},NL,eastern_rha,2021/07/16 17:42:00+00,1094,0,1,1,1038,6,46,111440,3.1313,349.375658672117,2021/07/16 17:43:21+00,phearns,2021/07/16 18:17:41+00,phearns
0.0,0.0,1835,{39EF8F28-46FE-4FA8-93A1-E49FE293695A},NL,central_rha,2021/07/16 17:42:00+00,162,0,0,0,162,0,0,21431,0.9276,174.644243208279,2021/07/16 17:43:21+00,phearns,2021/07/16 18:17:36+00,phearns
0.0,0.0,1836,{15BBFCA0-5D56-45DC-B911-4F9BB65E1D74},NL,western_rha,2021/07/16 17:42:00+00,163,0,0,0,162,1,0,22729,0.7734,210.757693302302,2021/07/16 17:43:22+00,phearns,2021/07/16 18:17:30+00,phearns
0.0,0.0,1837,{94C074CC-C4F5-4E69-A1CE-7B2C51133EB1},NL,labradorgrenfell_rha,2021/07/16 17:42:59+00,14,0,0,0,14,0,0,8241,0.4005,34.956304619226,2021/07/16 17:43:22+00,phearns,2021/07/16 18:17:16+00,phearns
0.0,0.0,1838,{E9D874C2-19EB-488D-AD62-F986E3DA35EF},NL,eastern_rha,2021/07/19 15:36:00+00,1098,4,3,2,1038,6,50,111654,3.1313,350.653083383898,2021/07/19 17:16:21+00,phearns,2021/07/19 17:16:21+00,phearns
0.0,0.0,1839,{F102C53E-0DFB-4E35-BC68-5FFD91F25D90},NL,central_rha,2021/07/19 15:36:00+00,162,0,0,0,162,0,0,21488,0.9276,174.644243208279,2021/07/19 17:16:22+00,phearns,2021/07/19 17:16:22+00,phearns
0.0,0.0,1840,{E72718CC-EF2B-40E2-9FBD-4AA2271C8AD8},NL,western_rha,2021/07/19 15:36:00+00,163,0,0,0,162,1,0,22882,0.7734,210.757693302302,2021/07/19 17:16:22+00,phearns,2021/07/19 17:16:22+00,phearns
0.0,0.0,1841,{AA4AD08B-EBAE-4021-A99B-B72E8734DA78},NL,labradorgrenfell_rha,2021/07/19 15:36:00+00,14,0,0,0,14,0,0,8258,0.4005,34.956304619226,2021/07/19 17:16:22+00,phearns,2021/07/19 17:16:22+00,phearns
0.0,0.0,1842,{C11452BA-BE27-4CBC-976A-EFF2730F1D39},NL,eastern_rha,2021/07/20 15:40:00+00,1098,0,2,2,1039,6,49,111761,3.1313,350.653083383898,2021/07/20 16:39:14+00,phearns,2021/07/20 16:39:14+00,phearns
0.0,0.0,1843,{80E62920-B8AD-478E-912A-9F421D143296},NL,central_rha,2021/07/20 15:41:00+00,162,0,0,0,162,0,0,21490,0.9276,174.644243208279,2021/07/20 16:39:15+00,phearns,2021/07/20 16:39:15+00,phearns
0.0,0.0,1844,{E768701D-865A-4118-8FCA-BC7AD25C291B},NL,western_rha,2021/07/20 15:41:00+00,163,0,0,0,162,1,0,22907,0.7734,210.757693302302,2021/07/20 16:39:15+00,phearns,2021/07/20 16:39:15+00,phearns
0.0,0.0,1845,{D95FD621-FB30-4AD4-9459-0339081A1145},NL,labradorgrenfell_rha,2021/07/20 15:41:00+00,14,0,0,0,14,0,0,8258,0.4005,34.956304619226,2021/07/20 16:39:15+00,phearns,2021/07/20 16:39:15+00,phearns
0.0,0.0,1846,{BFF4141E-D098-4C2E-B963-B0B1AAF3BC1A},NL,eastern_rha,2021/07/21 16:10:00+00,1098,0,2,2,1039,6,46,111853,3.1313,350.653083383898,2021/07/21 18:22:52+00,phearns,2021/07/21 18:22:52+00,phearns
0.0,0.0,1847,{3D5D902E-11D3-442C-B4C1-357F26985610},NL,central_rha,2021/07/21 16:11:00+00,162,0,0,0,162,0,0,21505,0.9276,174.644243208279,2021/07/21 18:22:52+00,phearns,2021/07/21 18:22:52+00,phearns
0.0,0.0,1848,{2095E20F-FFD1-4EBD-8E7C-B2CC299A8125},NL,western_rha,2021/07/21 16:12:00+00,163,0,0,0,162,1,0,22911,0.7734,210.757693302302,2021/07/21 18:22:53+00,phearns,2021/07/21 18:22:53+00,phearns
0.0,0.0,1849,{634DFAFD-6244-4F1B-9F48-8D723442AC06},NL,labradorgrenfell_rha,2021/07/21 16:12:00+00,14,0,0,0,14,0,0,8269,0.4005,34.956304619226,2021/07/21 18:22:53+00,phearns,2021/07/21 18:22:53+00,phearns
0.0,0.0,1850,{4970D31B-3CD9-41CE-A2F3-21E58BE02678},NL,eastern_rha,2021/07/22 16:39:00+00,1098,0,2,2,1039,6,32,173866,3.1313,350.653083383898,2021/07/22 16:48:35+00,phearns,2021/07/22 16:48:35+00,phearns
0.0,0.0,1851,{D22B26DC-22EE-4076-89F1-20E43BE524AD},NL,central_rha,2021/07/22 16:40:00+00,162,0,0,0,162,0,0,35618,0.9276,174.644243208279,2021/07/22 16:48:35+00,phearns,2021/07/22 16:48:35+00,phearns
0.0,0.0,1852,{0603BCF7-491B-4E4A-BBF7-570707AA54C7},NL,western_rha,2021/07/22 16:40:00+00,163,0,0,0,162,1,0,38774,0.7734,210.757693302302,2021/07/22 16:48:36+00,phearns,2021/07/22 16:48:36+00,phearns
0.0,0.0,1853,{C84A7EA6-9B78-480A-A6F9-5AC84CB10A3C},NL,labradorgrenfell_rha,2021/07/22 16:40:00+00,14,0,0,0,14,0,0,12289,0.4005,34.956304619226,2021/07/22 16:48:36+00,phearns,2021/07/22 16:48:36+00,phearns
0.0,0.0,1854,{BE98B5D8-7CE2-42CE-B5FB-00BE5A0AC317},NL,eastern_rha,2021/07/23 15:49:59+00,1098,0,2,2,1053,6,32,174026,3.1313,350.653083383898,2021/07/23 16:44:59+00,phearns,2021/07/23 16:44:59+00,phearns
0.0,0.0,1855,{8C8F8EB1-8050-4BC9-AB24-D4FD221CBFB5},NL,central_rha,2021/07/23 15:49:59+00,162,0,0,0,162,0,0,35660,0.9276,174.644243208279,2021/07/23 16:45:00+00,phearns,2021/07/23 16:45:00+00,phearns
0.0,0.0,1856,{F79D3BE5-7180-4E3C-8394-9622D97582F5},NL,western_rha,2021/07/23 15:51:00+00,163,0,0,0,162,1,0,38826,0.7734,210.757693302302,2021/07/23 16:45:00+00,phearns,2021/07/23 16:45:00+00,phearns
0.0,0.0,1857,{5A3D2663-7F8B-4C7A-B890-2B332794F143},NL,labradorgrenfell_rha,2021/07/23 15:51:00+00,14,0,0,0,14,0,0,12304,0.4005,34.956304619226,2021/07/23 16:45:01+00,phearns,2021/07/23 16:45:01+00,phearns
0.0,0.0,1858,{19EBC73B-6685-4591-B72D-0F05E918C262},NL,eastern_rha,2021/07/26 16:17:00+00,1098,0,2,2,1053,6,32,174432,3.1313,350.653083383898,2021/07/26 16:43:05+00,phearns,2021/07/26 16:43:05+00,phearns
0.0,0.0,1859,{F9023B61-831F-4FE6-9ED3-390376EEDC7E},NL,central_rha,2021/07/26 16:17:00+00,162,0,0,0,162,0,0,35747,0.9276,174.644243208279,2021/07/26 16:43:05+00,phearns,2021/07/26 16:43:05+00,phearns
0.0,0.0,1860,{AB28BA91-1952-4936-97C0-7D780E5D28A6},NL,western_rha,2021/07/26 16:18:00+00,163,0,0,0,162,1,0,38972,0.7734,210.757693302302,2021/07/26 16:43:06+00,phearns,2021/07/26 16:43:06+00,phearns
0.0,0.0,1861,{BDEBD264-0872-4C55-9040-5163B107FD41},NL,labradorgrenfell_rha,2021/07/26 16:18:00+00,14,0,0,0,14,0,0,12346,0.4005,34.956304619226,2021/07/26 16:43:06+00,phearns,2021/07/26 16:43:06+00,phearns
-57.9318962,48.9286302,1862,{4D45AAAA-6720-4426-84DA-AD21354AC33E},NL,eastern_rha,2021/07/28 16:12:59+00,1098,0,2,2,1083,6,2,174791,3.1313,350.653083383898,2021/07/28 16:49:22+00,phearns,2021/07/28 16:49:22+00,phearns
-57.9319101999999,48.928633,1863,{F28805D0-577A-47CE-BEAA-FA2C959EFB58},NL,central_rha,2021/07/28 16:14:00+00,162,0,0,0,162,0,0,35825,0.9276,174.644243208279,2021/07/28 16:49:23+00,phearns,2021/07/28 16:49:23+00,phearns
-57.9319250999999,48.9286436,1864,{25BF772B-7747-40B7-A96A-B7F57FB878CF},NL,western_rha,2021/07/28 16:14:00+00,163,0,0,0,162,1,0,39043,0.7734,210.757693302302,2021/07/28 16:49:23+00,phearns,2021/07/28 16:49:23+00,phearns
-57.9319039,48.9286231,1865,{C9E99928-585F-4FEB-B6FF-70111A21A747},NL,labradorgrenfell_rha,2021/07/28 16:15:00+00,14,0,0,0,14,0,0,15362,0.4005,34.956304619226,2021/07/28 16:49:24+00,phearns,2021/07/28 16:49:24+00,phearns
0.0,0.0,1866,{6911AA48-D195-4E14-B4CE-E77E1121F011},NL,eastern_rha,2021/07/30 15:54:00+00,1098,0,2,2,1083,6,2,175139,3.1313,350.653083383898,2021/07/30 17:20:33+00,phearns,2021/07/30 17:20:33+00,phearns
0.0,0.0,1867,{2CA055E2-A2AB-46F8-96D3-A444B40B4BFC},NL,central_rha,2021/07/30 15:54:00+00,162,0,0,0,162,0,0,35906,0.9276,174.644243208279,2021/07/30 17:20:33+00,phearns,2021/07/30 17:20:33+00,phearns
0.0,0.0,1868,{D19E6EA4-90B4-4A98-83CC-E02B8F1ABBDB},NL,western_rha,2021/07/30 15:55:00+00,163,0,0,0,162,1,0,39092,0.7734,210.757693302302,2021/07/30 17:20:33+00,phearns,2021/08/03 10:55:09+00,phearns
0.0,0.0,1869,{1B8FC321-5956-431C-8608-7F85569C1603},NL,labradorgrenfell_rha,2021/07/30 15:55:00+00,14,0,0,0,14,0,0,12385,0.4005,34.956304619226,2021/07/30 17:20:34+00,phearns,2021/07/30 17:20:34+00,phearns
-57.9244803999999,48.9457496000001,1870,{6D1933DF-D6C5-45C7-A614-4EDD8D0C8B39},NL,eastern_rha,2021/08/02 16:05:00+00,1100,2,2,2,1083,6,4,175542,3.1313,351.291795739789,2021/08/02 16:41:19+00,phearns,2021/08/02 16:41:19+00,phearns
-57.9244964,48.9457437,1871,{8B559637-9782-4FCF-89EF-211E0D388A85},NL,central_rha,2021/08/02 16:05:59+00,162,0,0,0,162,0,0,35962,0.9276,174.644243208279,2021/08/02 16:41:20+00,phearns,2021/08/02 16:41:20+00,phearns
-57.9244914999999,48.9457454000001,1872,{A2D7B389-096F-4E63-AAF3-0E1696E97D4B},NL,western_rha,2021/08/02 16:05:59+00,164,1,0,0,162,1,1,39200,0.7734,212.050685285751,2021/08/02 16:41:20+00,phearns,2021/08/02 16:41:20+00,phearns
-57.9244914,48.9457456000001,1873,{B3BBDCA8-6D71-4863-A7B1-1E3688CDAA35},NL,labradorgrenfell_rha,2021/08/02 16:07:00+00,14,0,0,0,14,0,0,12398,0.4005,34.956304619226,2021/08/02 16:41:20+00,phearns,2021/08/02 16:41:20+00,phearns
0.0,0.0,1874,{D2E09CDE-110B-46CB-8F56-EC134D64D772},NL,eastern_rha,2021/08/04 15:39:00+00,1100,0,2,2,1083,6,4,175839,3.1313,351.291795739789,2021/08/04 16:46:17+00,phearns,2021/08/04 16:46:17+00,phearns
0.0,0.0,1875,{3153FB7E-89F1-4E5F-BAA5-CD19F1753D81},NL,central_rha,2021/08/04 15:40:00+00,163,1,0,0,162,0,1,36029,0.9276,175.722294092281,2021/08/04 16:46:17+00,phearns,2021/08/04 16:46:17+00,phearns
0.0,0.0,1876,{48049ABF-0FF2-406C-B038-5CFE9595C586},NL,western_rha,2021/08/04 15:41:00+00,164,0,0,0,162,1,1,39290,0.7734,212.050685285751,2021/08/04 16:46:17+00,phearns,2021/08/04 16:46:17+00,phearns
0.0,0.0,1877,{00A87C24-B8E5-4BD3-823B-E2B0944ECA5B},NL,labradorgrenfell_rha,2021/08/04 15:41:00+00,14,0,0,0,14,0,0,12418,0.4005,34.956304619226,2021/08/04 16:46:18+00,phearns,2021/08/04 16:46:18+00,phearns
-57.9244591999999,48.9456962,1878,{337EE587-E377-4D92-B153-25852402E489},NL,eastern_rha,2021/08/06 16:18:59+00,1102,2,2,2,1084,6,5,176102,3.1313,351.930508095679,2021/08/06 16:34:56+00,phearns,2021/08/06 16:34:56+00,phearns
-57.9244631,48.9457008000001,1879,{63E90056-4BC5-4E68-8D27-6BE209A13967},NL,central_rha,2021/08/06 16:20:00+00,163,0,0,0,162,0,1,36094,0.9276,175.722294092281,2021/08/06 16:34:56+00,phearns,2021/08/06 16:34:56+00,phearns
-57.9244669999999,48.9457001000001,1880,{239405B4-5801-442A-BC66-2566753ECF3F},NL,western_rha,2021/08/06 16:21:00+00,164,0,0,0,162,1,1,39356,0.7734,212.050685285751,2021/08/06 16:34:57+00,phearns,2021/08/06 16:34:57+00,phearns
-57.9244879999999,48.9457016000001,1881,{3DFBB06F-1D3F-4A11-9266-CB6E7B277A9D},NL,labradorgrenfell_rha,2021/08/06 16:21:59+00,14,0,0,0,14,0,0,12439,0.4005,34.956304619226,2021/08/06 16:34:57+00,phearns,2021/08/06 16:34:57+00,phearns
